,precision,recall,f1-score,support
1144,0.773109243697479,0.9787234042553191,0.863849765258216,94.0
1145,0.8305084745762712,0.8032786885245902,0.8166666666666667,61.0
1146,0.9325842696629213,0.9651162790697675,0.9485714285714285,86.0
1147,0.8771929824561403,0.8620689655172413,0.8695652173913043,58.0
1148,0.7127659574468085,0.9436619718309859,0.8121212121212121,71.0
1149,0.8058252427184466,0.9880952380952381,0.8877005347593583,84.0
1150,0.8409090909090909,0.961038961038961,0.896969696969697,77.0
1151,0.8695652173913043,0.8333333333333334,0.851063829787234,72.0
1152,0.9012345679012346,0.9125,0.9068322981366459,80.0
1153,0.8058252427184466,1.0,0.8924731182795699,83.0
1154,0.9473684210526315,0.72,0.8181818181818181,50.0
1155,0.6904761904761905,0.9886363636363636,0.8130841121495327,88.0
1156,0.9230769230769231,0.6101694915254238,0.7346938775510206,59.0
1157,0.8974358974358975,0.9722222222222222,0.9333333333333333,108.0
1158,0.8230088495575221,0.9893617021276596,0.8985507246376812,94.0
1159,0.9489795918367347,0.9207920792079208,0.934673366834171,101.0
